Freq(Hz),S12(DB)
1.393E+11,-17.894232
1.394E+11,-17.892786
1.395E+11,-17.858156
1.396E+11,-17.882256
1.397E+11,-17.861591
1.398E+11,-17.91958
1.399E+11,-17.902042
1.4E+11,-17.869783
1.401E+11,-17.965204
1.402E+11,-18.002703
1.403E+11,-17.928255
1.404E+11,-18.029947
1.405E+11,-18.003321
1.406E+11,-18.010696
1.407E+11,-18.051029
1.408E+11,-18.032757
1.409E+11,-17.964718
1.41E+11,-17.983643
1.411E+11,-18.03598
1.412E+11,-17.983421
1.413E+11,-17.943619
1.414E+11,-17.985252
1.415E+11,-17.935892
1.416E+11,-17.96818
1.417E+11,-17.95603
1.418E+11,-17.921022
1.419E+11,-17.973202
1.42E+11,-18.041168
1.421E+11,-17.90169
1.422E+11,-17.966663
1.423E+11,-17.968586
1.424E+11,-17.966976
1.425E+11,-17.973728
1.426E+11,-17.986847
1.427E+11,-17.999704
1.428E+11,-18.008448
1.429E+11,-18.005911
1.43E+11,-17.969761
1.431E+11,-17.982365
1.432E+11,-18.070953
1.433E+11,-18.045382
1.434E+11,-18.063509
1.435E+11,-18.053518
1.436E+11,-18.060843
1.437E+11,-18.068907
1.438E+11,-18.15766
1.439E+11,-18.154016
1.44E+11,-18.181953
1.441E+11,-18.209499
1.442E+11,-18.205832
1.443E+11,-18.236217
1.444E+11,-18.174675
1.445E+11,-18.178707
1.446E+11,-18.287104
1.447E+11,-18.218479
1.448E+11,-18.260138
1.449E+11,-18.275366
1.45E+11,-18.323608
1.451E+11,-18.289936
1.452E+11,-18.216431
1.453E+11,-18.264927
1.454E+11,-18.412733
1.455E+11,-18.212355
1.456E+11,-18.284313
1.457E+11,-18.355556
1.458E+11,-18.262886
1.459E+11,-18.243288
1.46E+11,-18.344322
1.461E+11,-18.337046
1.462E+11,-18.357067
1.463E+11,-18.412184
1.464E+11,-18.293556
1.465E+11,-18.285479
1.466E+11,-18.323936
1.467E+11,-18.269384
1.468E+11,-18.214052
1.469E+11,-18.227345
1.47E+11,-18.302069
1.471E+11,-18.267996
1.472E+11,-18.284924
1.473E+11,-18.277401
1.474E+11,-18.341681
1.475E+11,-18.316307
1.476E+11,-18.371893
1.477E+11,-18.345255
1.478E+11,-18.351662
1.479E+11,-18.375847
1.48E+11,-18.272568
1.481E+11,-18.349518
1.482E+11,-18.393064
1.483E+11,-18.272972
1.484E+11,-18.318134
1.485E+11,-18.351526
1.486E+11,-18.308836
1.487E+11,-18.351875
1.488E+11,-18.283541
1.489E+11,-18.271687
1.49E+11,-18.287205
1.491E+11,-18.214226
1.492E+11,-18.273357
1.493E+11,-18.252089
1.494E+11,-18.262222
1.495E+11,-18.292768
1.496E+11,-18.238504
1.497E+11,-18.197187
1.498E+11,-18.209391
1.499E+11,-18.159285
1.5E+11,-18.189852
1.501E+11,-18.19743
1.502E+11,-18.228106
1.503E+11,-18.163074
1.504E+11,-18.186905
1.505E+11,-18.151581
1.506E+11,-18.151606
1.507E+11,-18.184391
1.508E+11,-18.135685
1.509E+11,-18.125278
1.51E+11,-18.124207
1.511E+11,-18.175625
1.512E+11,-18.156256
1.513E+11,-18.101393
1.514E+11,-18.164686
1.515E+11,-18.189478
1.516E+11,-18.159359
1.517E+11,-18.141224
1.518E+11,-18.068865
1.519E+11,-18.120716
1.52E+11,-18.102392
1.521E+11,-18.066866
1.522E+11,-18.10433
1.523E+11,-18.138628
1.524E+11,-18.093044
1.525E+11,-18.045752
1.526E+11,-18.116816
1.527E+11,-18.185156
1.528E+11,-18.158381
1.529E+11,-18.159019
1.53E+11,-18.184048
1.531E+11,-18.16045
1.532E+11,-18.109562
1.533E+11,-18.087479
1.534E+11,-18.20059
1.535E+11,-18.004065
1.536E+11,-18.118196
1.537E+11,-18.103716
1.538E+11,-18.103552
1.539E+11,-18.152973
1.54E+11,-18.142618
1.541E+11,-18.105593
1.542E+11,-18.161207
1.543E+11,-18.182297
1.544E+11,-18.234358
1.545E+11,-18.185177
1.546E+11,-18.243383
1.547E+11,-18.198898
1.548E+11,-18.257374
1.549E+11,-18.241196
1.55E+11,-18.265072
1.551E+11,-18.27103
1.552E+11,-18.276491
1.553E+11,-18.3055
1.554E+11,-18.301531
1.555E+11,-18.317575
1.556E+11,-18.25828
1.557E+11,-18.338087
1.558E+11,-18.340111
1.559E+11,-18.348526
1.56E+11,-18.368633
1.561E+11,-18.330238
1.562E+11,-18.348852
1.563E+11,-18.359074
1.564E+11,-18.417706
1.565E+11,-18.342583
1.566E+11,-18.384153
1.567E+11,-18.358829
1.568E+11,-18.27743
1.569E+11,-18.397566
1.57E+11,-18.348652
1.571E+11,-18.355078
1.572E+11,-18.455946
1.573E+11,-18.363422
1.574E+11,-18.416813
1.575E+11,-18.422384
1.576E+11,-18.378887
1.577E+11,-18.463396
1.578E+11,-18.449209
1.579E+11,-18.432745
1.58E+11,-18.422724
1.581E+11,-18.575653
1.582E+11,-18.42778
1.583E+11,-18.525333
1.584E+11,-18.52832
1.585E+11,-18.545053
1.586E+11,-18.571077
1.587E+11,-18.570593
1.588E+11,-18.53581
1.589E+11,-18.584108
1.59E+11,-18.60693
1.591E+11,-18.588573
1.592E+11,-18.604382
1.593E+11,-18.608919
1.594E+11,-18.601807
1.595E+11,-18.665314
1.596E+11,-18.657433
1.597E+11,-18.687836
1.598E+11,-18.741661
1.599E+11,-18.738998
1.6E+11,-18.71525
1.601E+11,-18.736132
1.602E+11,-18.716278
1.603E+11,-18.73114
1.604E+11,-18.777861
1.605E+11,-18.813341
1.606E+11,-18.835377
1.607E+11,-18.855459
1.608E+11,-18.797075
1.609E+11,-18.871168
1.61E+11,-18.810495
1.611E+11,-18.752855
1.612E+11,-18.810238
1.613E+11,-18.810555
1.614E+11,-18.80394
1.615E+11,-18.777895
1.616E+11,-18.724747
1.617E+11,-18.74535
1.618E+11,-18.813763
1.619E+11,-18.723438
1.62E+11,-18.768747
1.621E+11,-18.811026
1.622E+11,-18.782341
1.623E+11,-18.792837
1.624E+11,-18.724228
1.625E+11,-18.781633
1.626E+11,-18.745022
1.627E+11,-18.820463
1.628E+11,-18.813398
1.629E+11,-18.795683
1.63E+11,-18.790003
1.631E+11,-18.728636
1.632E+11,-18.782169
1.633E+11,-18.869444
1.634E+11,-18.800953
1.635E+11,-18.824516
1.636E+11,-18.789139
1.637E+11,-18.831482
1.638E+11,-18.903147
1.639E+11,-18.861118
1.64E+11,-18.862095
1.641E+11,-18.819553
1.642E+11,-18.918852
1.643E+11,-18.831491
1.644E+11,-18.832769
1.645E+11,-18.847488
1.646E+11,-18.993696
1.647E+11,-18.944168
1.648E+11,-18.929483
1.649E+11,-18.886021
1.65E+11,-18.86986
1.651E+11,-18.825064
1.652E+11,-18.909672
1.653E+11,-18.987391
1.654E+11,-18.969419
1.655E+11,-18.94244
1.656E+11,-18.85651
1.657E+11,-18.946486
1.658E+11,-18.792479
1.659E+11,-18.846113
1.66E+11,-18.876638
1.661E+11,-18.953791
1.662E+11,-18.949118
1.663E+11,-18.923271
1.664E+11,-18.906666
1.665E+11,-18.887751
1.666E+11,-18.867516
1.667E+11,-18.87949
1.668E+11,-18.933952
1.669E+11,-18.819221
1.67E+11,-18.936905
1.671E+11,-18.928719
1.672E+11,-18.948702
1.673E+11,-18.862537
1.674E+11,-18.888414
1.675E+11,-18.94245
1.676E+11,-18.966171
1.677E+11,-19.020321
1.678E+11,-18.919956
1.679E+11,-19.002441
1.68E+11,-18.975754
1.681E+11,-18.945639
1.682E+11,-18.940165
1.683E+11,-18.955603
1.684E+11,-18.975243
1.685E+11,-19.037987
1.686E+11,-19.002638
1.687E+11,-19.06809
1.688E+11,-19.04022
1.689E+11,-19.069107
1.69E+11,-19.007687
1.691E+11,-19.041128
1.692E+11,-19.087818
1.693E+11,-19.05855
1.694E+11,-19.074234
1.695E+11,-19.184052
1.696E+11,-19.122963
1.697E+11,-19.130384
1.698E+11,-19.128244
1.699E+11,-19.201988
1.7E+11,-19.237465
